customer,order_id,total_cobrado,timestamp_created,depto,estado,dto,cantidad,cart_id,pounds,descuento_abs,porcentaje_descuento
511636d8bzs,77ac117msjuv,309.06,2013-08-14 23:19:11,Central,mail,0.0,1,19975579AA,2.275,0.0,0.0
e219b2cdbzs,8b0849fmsjuv,1195.95,2013-08-14 23:20:07,Central,canceled,-180.0,2,19992699AA,6.853,180.0,15.0
a4a5f0bdbzs,2b76192msjuv,1800.13,2013-08-14 23:24:30,Central,mail,-120.0,2,19992802AA,6.335,120.0,7.0
98a14430bzs,01ad540msjuv,1622.48,2013-08-14 23:26:31,Central,delivered,-164.52,2,14551414AA,9.541,164.52,10.0
773db202bzs,e4f406amsjuv,1060.8,2013-08-14 23:26:45,Central,mail,-120.0,2,7517874AA,5.467,120.0,11.0
716ec6e1bzs,6b49df1msjuv,3340.16,2013-08-14 23:27:04,Central,canceled,-120.0,4,16962345AA,14.805,120.0,4.0
81be858ebzs,260f38dmsjuv,1965.71,2013-08-14 23:27:20,Central,mail,-120.0,1,19209688AA,4.081,120.0,6.0
13e9cd1cbzs,567744cmsjuv,2011.27,2013-08-14 23:27:49,Central,mail,-120.0,2,18540527AA,7.63,120.0,6.0
39efbc86bzs,19cdbaemsjuv,3115.25,2013-08-14 23:29:59,Central,delivered,0.0,2,19254527AA,15.477,0.0,0.0
37da37b2bzs,72a37bbmsjuv,1292.85,2013-08-14 23:33:19,Central,mail,0.0,3,19419367AA,7.385,0.0,0.0
fa8b4f89bzs,d50aaa8msjuv,3129.7,2013-08-14 23:34:25,Central,mail,0.0,3,18262602AA,22.064,0.0,0.0
8b7cb115bzs,4b23110msjuv,1614.32,2013-08-14 23:35:12,Central,canceled,0.0,1,19982318AA,5.572,0.0,0.0
e4fad55cbzs,36b733emsjuv,552.16,2013-08-14 23:37:59,Central,mail,0.0,1,19993246AA,2.275,0.0,0.0
438a6b93bzs,f7ac842msjuv,2569.72,2013-08-14 23:38:26,Central,mail,0.0,1,19993577AA,3.486,0.0,0.0
b4f37905bzs,17e7edamsjuv,424.32,2013-08-14 23:41:39,Central,mail,0.0,1,19943332AA,2.338,0.0,0.0
2a528096bzs,e925081msjuv,560.49,2013-08-14 23:41:47,Central,delivered,0.0,1,18477967AA,6.3,0.0,0.0
a3099d24bzs,0789b16msjuv,1627.41,2013-08-14 23:48:33,Central,mail,-120.0,1,18499756AA,4.095,120.0,7.0
d85908a9bzs,1694875msjuv,601.63,2013-08-14 23:52:35,Central,delivered,0.0,1,17514879AA,5.18,0.0,0.0
d56cd9c3bzs,5038d59msjuv,3337.27,2013-08-14 23:53:16,Central,mail,-120.0,3,8855386AA,11.55,120.0,4.0
ab32e392bzs,0774023msjuv,761.43,2013-08-14 23:53:30,Central,delivered,0.0,1,19992107AA,6.65,0.0,0.0
d4048558bzs,0e23abamsjuv,879.41,2013-08-14 23:58:25,Alto Parana,delivered,0.0,2,18208683AA,5.95,0.0,0.0
62e6558dbzs,d5cfcd6msjuv,1647.98,2013-08-14 23:58:38,Alto Parana,canceled,0.0,4,19135362AA,12.677,0.0,0.0
13b027dcbzs,cd4ecd3msjuv,445.74,2013-08-14 23:58:38,Alto Parana,delivered,0.0,1,18098915AA,3.094,0.0,0.0
792417aebzs,5d739ddmsjuv,761.43,2013-08-15 00:03:01,Central,canceled,0.0,1,17248344AA,6.65,0.0,0.0
96d1f15abzs,fb523a1msjuv,855.78,2013-08-15 00:03:59,Central,canceled,0.0,1,13028499AA,2.275,0.0,0.0
80f529f9bzs,ad0e59bmsjuv,1426.47,2013-08-15 00:05:01,Central,canceled,-120.0,1,15234189AA,3.29,120.0,8.0
460222edbzs,9fa69f8msjuv,920.72,2013-08-15 00:05:04,Alto Parana,delivered,0.0,1,19661771AA,4.305,0.0,0.0
dda6f597bzs,df16a3bmsjuv,749.02,2013-08-15 00:05:22,Central,delivered,0.0,1,19202747AA,4.403,0.0,0.0
701a0837bzs,bd25c06msjuv,1053.32,2013-08-15 00:07:26,Alto Parana,delivered,0.0,1,19897885AA,5.88,0.0,0.0
c0878e2ebzs,5b3969fmsjuv,1802.0,2013-08-15 00:09:49,Central,delivered,-99.0,3,13955314AA,8.12,99.0,5.0
28a8986abzs,8133676msjuv,931.94,2013-08-15 00:13:52,Central,mail,0.0,1,19994094AA,5.859,0.0,0.0
d4edbe96bzs,490883dmsjuv,643.11,2013-08-15 00:14:27,Alto Parana,delivered,-180.0,2,19951993AA,6.468,180.0,28.0
42bafd47bzs,5305605msjuv,34511.19,2013-08-15 00:14:57,Central,delivered,-99.0,1,19622759AA,12.88,99.0,0.0
1fef6aa7bzs,9032bf4msjuv,7845.67,2013-08-15 00:15:09,Central,canceled,-99.0,1,19994278AA,6.895,99.0,1.0
1ec77e82bzs,1e36436msjuv,2002.26,2013-08-15 00:16:07,Central,mail,-180.0,1,14946896AA,3.08,180.0,9.0
5372480bbzs,3c8d044msjuv,1632.34,2013-08-15 00:17:50,Central,delivered,-99.0,3,19785426AA,15.155,99.0,6.0
56145029bzs,73c5bbdmsjuv,1454.69,2013-08-15 00:20:45,Central,delivered,-99.0,1,18497547AA,3.409,99.0,7.0
57bfd560bzs,1f67c96msjuv,1158.04,2013-08-15 00:21:22,Central,mail,-164.52,1,18145505AA,5.18,164.52,14.0
59ed14b3bzs,d85ec35msjuv,1079.33,2013-08-15 00:21:31,Central,mail,-99.0,1,19994369AA,4.48,99.0,9.0
2a781923bzs,29cd656msjuv,2890.17,2013-08-15 00:21:56,Central,mail,-99.0,4,18711215AA,11.83,99.0,3.0
590654cdbzs,7190cb7msjuv,1125.91,2013-08-15 00:21:58,Central,delivered,-99.0,1,19993745AA,4.27,99.0,9.0
1bcb402bbzs,3fbc012msjuv,1550.91,2013-08-15 00:23:04,Central,mail,-99.0,3,19896732AA,7.728,99.0,6.0
4cd72936bzs,7a66980msjuv,698.7,2013-08-15 00:26:26,Central,mail,0.0,1,19994217AA,6.65,0.0,0.0
b7b4a687bzs,eaf0e64msjuv,378.25,2013-08-15 00:27:36,Central,mail,0.0,1,16981841AA,2.275,0.0,0.0
19192eafbzs,1b490b5msjuv,1099.22,2013-08-15 00:29:10,Central,mail,-180.0,1,10539617AA,6.118,180.0,16.0
3cdaea64bzs,b7f7381msjuv,5731.55,2013-08-15 00:30:57,Central,delivered,-99.0,1,19986008AA,6.895,99.0,2.0
511636d8bzs,48ecdaamsjuv,594.66,2013-08-15 00:31:06,Central,canceled,0.0,1,19995224AA,3.15,0.0,0.0
74fd8fe6bzs,ec8e0d3msjuv,1370.71,2013-08-15 00:32:04,Central,mail,-99.0,1,19007802AA,10.465,99.0,7.0
b5b4d6c4bzs,a17e8e0msjuv,1160.08,2013-08-15 00:32:17,Central,canceled,-99.0,2,19994957AA,6.902,99.0,9.0
65f5783fbzs,15e3cbdmsjuv,1137.47,2013-08-15 00:33:35,Central,delivered,-99.0,2,13034375AA,6.545,99.0,9.0
658dfefdbzs,ad63f35msjuv,698.7,2013-08-15 00:33:36,Central,mail,0.0,1,19994910AA,6.65,0.0,0.0
e780fb38bzs,23754a2msjuv,1435.65,2013-08-15 00:33:37,Central,mail,0.0,2,13812897AA,7.455,0.0,0.0
cfd8eb3fbzs,e550a2bmsjuv,698.7,2013-08-15 00:34:39,Central,delivered,0.0,1,19769836AA,6.65,0.0,0.0
60a7f7b7bzs,97a35bfmsjuv,795.6,2013-08-15 00:36:26,Central,delivered,0.0,1,18011187AA,3.29,0.0,0.0
d4c8c138bzs,476fda3msjuv,996.88,2013-08-15 00:38:13,Central,warehouse,0.0,3,19975135AA,6.825,0.0,0.0
506c4468bzs,4d7ef22msjuv,15809.66,2013-08-15 00:40:08,Central,delivered,-99.0,5,19548531AA,36.869,99.0,1.0
3dd83309bzs,ed73e6fmsjuv,2474.35,2013-08-15 00:40:28,Central,delivered,-99.0,2,19814022AA,9.31,99.0,4.0
82463fb1bzs,fbb1d4amsjuv,5765.55,2013-08-15 00:40:57,Central,delivered,-99.0,1,19995409AA,6.895,99.0,2.0
87e78a39bzs,21e49admsjuv,365.16,2013-08-15 00:42:28,Central,mail,0.0,1,10584631AA,2.275,0.0,0.0
e11d9fd9bzs,3891711msjuv,635.29,2013-08-15 00:43:25,Central,warehouse,-60.0,1,19369037AA,3.395,60.0,9.0
bc6a0842bzs,12fd81bmsjuv,1249.67,2013-08-15 00:43:27,Central,mail,-99.0,2,19950051AA,4.55,99.0,8.0
6c5f9ea1bzs,98906damsjuv,2650.13,2013-08-15 00:43:44,Central,delivered,0.0,1,19821112AA,5.978,0.0,0.0
a4bb69ebbzs,3a2d984msjuv,402.73,2013-08-15 00:43:48,Central,mail,0.0,1,13138765AA,2.275,0.0,0.0
985b86b7bzs,5a76358msjuv,3071.56,2013-08-15 00:43:58,Central,mail,-99.0,1,19977560AA,4.095,99.0,3.0
852404e2bzs,49c2eb7msjuv,928.71,2013-08-15 00:45:53,Central,mail,-180.0,1,19771666AA,2.765,180.0,19.0
77a21f1ebzs,2f37fd0msjuv,1593.07,2013-08-15 00:45:57,Central,mail,-99.0,1,19992459AA,2.765,99.0,6.0
b203fb4bbzs,0fb3edbmsjuv,4977.26,2013-08-15 00:48:32,Central,delivered,-99.0,1,13986435AA,7.987,99.0,2.0
5372480bbzs,d218398msjuv,1640.33,2013-08-15 00:48:44,Central,mail,0.0,3,19994854AA,11.718,0.0,0.0
c23f288abzs,971cc61msjuv,3420.74,2013-08-15 00:49:17,Central,delivered,-180.0,3,17393989AA,26.187,180.0,5.0
59ed14b3bzs,38fad1cmsjuv,761.43,2013-08-15 00:49:40,Central,canceled,0.0,1,9354248AA,6.65,0.0,0.0
a4fc9428bzs,9428ea9msjuv,887.57,2013-08-15 00:49:56,Central,canceled,0.0,1,19867618AA,4.83,0.0,0.0
cfd8eb3fbzs,9cd71bfmsjuv,698.7,2013-08-15 00:50:01,Central,delivered,0.0,1,16238939AA,6.65,0.0,0.0
32d8fe91bzs,af6d4f4msjuv,2914.65,2013-08-15 00:51:15,Central,mail,-99.0,1,11307707AA,3.766,99.0,3.0
8ad6d42ebzs,9d2f4dfmsjuv,12973.55,2013-08-15 00:51:20,Central,delivered,-120.0,1,14163204AA,62.503,120.0,1.0
19192eafbzs,b386094msjuv,2969.56,2013-08-15 00:53:19,Central,mail,-99.0,6,10641300AA,26.81,99.0,3.0
0cd09084bzs,672e7b4msjuv,19281.74,2013-08-15 00:53:23,Central,canceled,-99.0,2,16545817AA,6.09,99.0,1.0
684f8475bzs,0ea09a7msjuv,1926.27,2013-08-15 00:53:32,Central,mail,-99.0,3,19824005AA,7.805,99.0,5.0
7124ff41bzs,2d16977msjuv,1738.42,2013-08-15 00:53:45,Central,delivered,-99.0,2,15392890AA,6.419,99.0,6.0
4a639aa1bzs,31a7f67msjuv,974.61,2013-08-15 00:53:48,Alto Parana,delivered,0.0,1,18132153AA,5.88,0.0,0.0
834c22e5bzs,29d6cd7msjuv,3699.71,2013-08-15 00:54:56,Central,delivered,-99.0,3,19705008AA,23.366,99.0,3.0
61aaffd9bzs,685ebb9msjuv,698.7,2013-08-15 00:55:03,Central,delivered,0.0,1,19995288AA,6.65,0.0,0.0
cf6316babzs,e5958cfmsjuv,1167.9,2013-08-15 00:56:24,Central,mail,-180.0,3,19750493AA,8.218,180.0,15.0
1b6684c5bzs,1d3a333msjuv,559.98,2013-08-15 00:57:09,Central,canceled,0.0,1,19875897AA,4.361,0.0,0.0
d4048558bzs,d3083d5msjuv,967.13,2013-08-15 00:57:34,Central,delivered,-99.0,1,8716478AA,4.081,99.0,10.0
9cd2ab5bbzs,61a9f0amsjuv,990.25,2013-08-15 00:57:52,Central,mail,-99.0,1,14548562AA,2.632,99.0,10.0
a4bb69ebbzs,9de7de7msjuv,1437.35,2013-08-15 00:58:10,Central,mail,-99.0,1,19460287AA,5.67,99.0,7.0
2fb0ca49bzs,2f5d1e5msjuv,402.73,2013-08-15 00:58:49,Central,canceled,0.0,1,13046332AA,2.275,0.0,0.0
59ed14b3bzs,c8c9a51msjuv,698.7,2013-08-15 00:59:09,Central,canceled,0.0,1,19996342AA,6.65,0.0,0.0
5c63b948bzs,420e38bmsjuv,698.7,2013-08-15 00:59:54,Central,delivered,0.0,1,16674446AA,6.65,0.0,0.0
da042df9bzs,36dfef4msjuv,1719.55,2013-08-15 01:00:03,Central,canceled,-99.0,3,19923177AA,12.81,99.0,6.0
8cf8d9aabzs,3b125demsjuv,2000.05,2013-08-15 01:01:21,Central,mail,-99.0,3,19937166AA,8.26,99.0,5.0
3cdaea64bzs,829ce5fmsjuv,1955.17,2013-08-15 01:01:43,Central,mail,-99.0,2,19853488AA,8.19,99.0,5.0
ee7fa2bfbzs,879a48emsjuv,1734.51,2013-08-15 01:02:37,Central,mail,-99.0,3,19863161AA,18.732,99.0,6.0
b96ab02fbzs,16f56c4msjuv,8071.09,2013-08-15 01:03:04,Central,delivered,-240.0,3,19336724AA,9.751,240.0,3.0
c0878e2ebzs,6a41ea5msjuv,1435.31,2013-08-15 01:03:31,Central,mail,-120.0,3,7938747AA,6.888,120.0,8.0
b6fcddd6bzs,29790f6msjuv,22720.5,2013-08-15 01:03:34,Central,delivered,-99.0,1,19994555AA,5.95,99.0,0.0
7e8bd35fbzs,95a7004msjuv,949.28,2013-08-15 01:06:35,Central,mail,-99.0,1,18308728AA,3.332,99.0,10.0
c0878e2ebzs,b94151bmsjuv,1475.09,2013-08-15 01:06:55,Central,mail,-99.0,2,18721302AA,13.391,99.0,7.0
f65660eabzs,78d84dfmsjuv,1483.76,2013-08-15 01:09:51,Central,canceled,-120.0,1,14450699AA,5.572,120.0,8.0
6d181d6fbzs,c0bfef7msjuv,1150.73,2013-08-15 01:10:18,Central,mail,-99.0,1,19972375AA,2.275,99.0,9.0
6d181d6fbzs,81e7fbcmsjuv,761.43,2013-08-15 01:11:03,Central,delivered,0.0,1,19950898AA,6.65,0.0,0.0
3cdaea64bzs,942cb8dmsjuv,2236.01,2013-08-15 01:11:22,Central,mail,-99.0,3,19063524AA,16.373,99.0,4.0
2b3725ecbzs,2c6340fmsjuv,1797.58,2013-08-15 01:11:52,Central,mail,-99.0,3,19853396AA,6.965,99.0,6.0
89a512b5bzs,dd49550msjuv,1346.23,2013-08-15 01:12:40,Central,mail,-164.52,3,19807115AA,11.718,164.52,12.0
05841b8ebzs,1dd8570msjuv,6371.43,2013-08-15 01:12:44,Central,delivered,-99.0,1,19110058AA,2.275,99.0,2.0
684f8475bzs,368b1camsjuv,5731.55,2013-08-15 01:13:56,Central,delivered,-99.0,1,17735461AA,6.895,99.0,2.0
114fb8a0bzs,d50825fmsjuv,1109.42,2013-08-15 01:14:30,Central,mail,-120.0,2,19858494AA,11.053,120.0,11.0
2098a8a1bzs,24275ffmsjuv,1543.43,2013-08-15 01:18:11,Central,mail,-99.0,2,19892986AA,6.79,99.0,6.0
df8a6d6abzs,392902dmsjuv,698.7,2013-08-15 01:21:46,Central,delivered,0.0,1,19996753AA,6.65,0.0,0.0
5c6fe338bzs,bbba786msjuv,1176.57,2013-08-15 01:23:28,Central,mail,0.0,2,18842787AA,6.314,0.0,0.0
16b1cc47bzs,659cab8msjuv,2082.67,2013-08-15 01:24:59,Central,mail,-99.0,2,19967767AA,7.77,99.0,5.0
67d4fb84bzs,7a9cfa5msjuv,923.1,2013-08-15 01:25:40,Central,mail,0.0,1,16977503AA,4.137,0.0,0.0
1bc85940bzs,8f0b936msjuv,698.7,2013-08-15 01:26:56,Central,mail,0.0,1,19304340AA,6.65,0.0,0.0
e60230f2bzs,66599femsjuv,1712.75,2013-08-15 01:27:16,Central,canceled,-99.0,1,19078835AA,7.665,99.0,6.0
89a512b5bzs,04585d4msjuv,1675.18,2013-08-15 01:30:37,Central,mail,-180.0,3,19997176AA,17.395,180.0,11.0
61cc7407bzs,251f523msjuv,819.74,2013-08-15 01:30:39,Central,canceled,0.0,1,19850373AA,3.549,0.0,0.0
880c899abzs,94f1cfamsjuv,649.4,2013-08-15 01:30:55,Alto Parana,delivered,0.0,1,19745643AA,5.103,0.0,0.0
1e8c131fbzs,1ff1e21msjuv,2243.49,2013-08-15 01:31:21,Central,mail,0.0,2,11372518AA,7.105,0.0,0.0
e60230f2bzs,ca43fadmsjuv,1853.0,2013-08-15 01:31:47,Central,canceled,0.0,1,19997552AA,7.665,0.0,0.0
d13ebb86bzs,9cc597fmsjuv,2024.87,2013-08-15 01:32:12,Central,delivered,-99.0,3,19697382AA,9.485,99.0,5.0
77c97104bzs,79e2530msjuv,2950.35,2013-08-15 01:32:29,Central,delivered,-99.0,2,18492686AA,8.834,99.0,3.0
